Timestamp,Battery_V,Battery_Pct,GPS_Sats,GPS_Fix,Rel_Alt,Roll,Pitch,Yaw,Mode,Armed,Health
14:41:30.064,15.18,9900.0,12,FIX_3D,-0.05,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.165,15.18,9900.0,12,FIX_3D,-0.06,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.265,15.18,9900.0,12,FIX_3D,-0.06,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.366,15.18,9900.0,12,FIX_3D,-0.06,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.466,15.18,9900.0,12,FIX_3D,-0.06,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.567,15.18,9900.0,12,FIX_3D,-0.08,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.667,15.18,9900.0,12,FIX_3D,-0.09,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.767,15.18,9900.0,12,FIX_3D,-0.09,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.867,15.18,9900.0,12,FIX_3D,-0.09,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:30.967,15.18,9900.0,12,FIX_3D,-0.1,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.067,15.18,9900.0,12,FIX_3D,-0.1,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.168,15.18,9900.0,12,FIX_3D,-0.1,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.268,15.18,9900.0,12,FIX_3D,-0.1,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.368,15.18,9900.0,12,FIX_3D,-0.1,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.469,15.18,9900.0,12,FIX_3D,-0.09,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.569,15.18,9900.0,12,FIX_3D,-0.09,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.669,15.18,9900.0,12,FIX_3D,-0.09,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:41:31.769,15.18,9900.0,12,FIX_3D,-0.09,0.0,0.0,0.0,STABILIZED,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
