Timestamp,Battery_V,Battery_Pct,GPS_Sats,GPS_Fix,Rel_Alt,Roll,Pitch,Yaw,Mode,Armed,Health
14:14:09.646,15.23,9400.0,11,FIX_3D,0.47,0.0,0.0,0.0,Unknown,False,Unknown
14:14:09.746,15.23,9400.0,11,FIX_3D,0.47,0.0,0.0,0.0,Unknown,False,Unknown
14:14:09.847,15.23,9400.0,11,FIX_3D,0.47,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:09.947,15.23,9400.0,11,FIX_3D,0.47,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.047,15.23,9400.0,11,FIX_3D,0.46,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.148,15.23,9400.0,11,FIX_3D,0.46,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.248,15.23,9400.0,11,FIX_3D,0.47,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.348,15.23,9400.0,11,FIX_3D,0.47,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.449,15.23,9400.0,11,FIX_3D,0.48,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.551,15.23,9400.0,11,FIX_3D,0.48,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.651,15.23,9400.0,11,FIX_3D,0.48,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.751,15.23,9400.0,11,FIX_3D,0.49,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.852,15.23,9400.0,11,FIX_3D,0.49,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:10.952,15.23,9400.0,11,FIX_3D,0.49,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.052,15.23,9400.0,10,FIX_3D,0.5,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.152,15.23,9400.0,10,FIX_3D,0.5,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.253,15.23,9400.0,10,FIX_3D,0.52,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.353,15.23,9400.0,10,FIX_3D,0.53,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.454,15.23,9400.0,11,FIX_3D,0.53,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.554,15.23,9400.0,11,FIX_3D,0.53,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.654,15.22,9400.0,11,FIX_3D,0.54,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.754,15.22,9400.0,11,FIX_3D,0.54,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
14:14:11.854,15.22,9400.0,11,FIX_3D,0.55,0.0,0.0,0.0,LAND,False,Gyro Fail|Accel Fail|Mag Fail|Not Armable
